instrument,Year,distance_to_default,probability_of_default
TCBI.OQ,2019,20.1566772338691,1.175765410955193e-90
TCBI.OQ,2020,7.643037152224389,3.277254463077303e-14
TCBI.OQ,2021,18.620785683160832,2.985094244857157e-58
TCBI.OQ,2022,25.474163031627,1.906061098767572e-143
TCBI.OQ,2023,16.267466889595912,1.6414798822127493e-59
TCBK.OQ,2017,41.364768587807596,0.0
TCBK.OQ,2018,50.27382522274387,0.0
TCBK.OQ,2019,53.877366578995776,0.0
TCBK.OQ,2020,29.367966289329004,7.045904618775154e-190
TCBK.OQ,2021,36.25280723749445,1.4207476295946045e-274
TCBK.OQ,2022,22.56769579345278,4.500807559466297e-113
TFC.N,2016,32.67389533505134,1.8760390581049902e-234
TFC.N,2017,48.21989648620755,0.0
TFC.N,2018,29.247076706941883,7.465577884400805e-185
TFC.N,2020,14.40212643428197,1.7632145521937637e-41
TFC.N,2021,28.755323499440976,2.4244342088511676e-172
TFC.N,2022,26.870463181930887,2.43217896772856e-159
TFC.N,2023,17.7266857531415,5.129821822614727e-70
TFIN.OQ,2017,28.90085048536629,4.939507435590542e-183
TFIN.OQ,2018,20.2978670789183,1.5506889309710967e-91
TFIN.OQ,2019,29.41917994325998,1.5610457189200144e-190
TFIN.OQ,2020,16.68655160014908,8.378867479065021e-63
TFIN.OQ,2021,21.796176965409536,1.2611229030392064e-105
TFIN.OQ,2022,17.155787094634313,5.765300489736164e-66
TFIN.OQ,2023,25.378485748043172,2.179132347051268e-142
THFF.OQ,2017,46.49947825459808,0.0
THFF.OQ,2018,33.03921743356937,1.1110939958207307e-239
THFF.OQ,2019,43.609355970335,0.0
THFF.OQ,2020,29.018212752362007,3.745115857526494e-184
THFF.OQ,2021,47.13246065744845,0.0
THFF.OQ,2022,61.263552824239085,0.0
THFF.OQ,2023,27.38597012062591,2.0148853810633522e-165
TMP.A,2017,25.9109927862652,2.5036016870866996e-148
TMP.A,2018,24.695910729786178,5.943548669285279e-135
TMP.A,2019,43.62388520366436,0.0
TMP.A,2020,27.429716486384745,7.728437437541384e-137
TMP.A,2021,37.47323068461801,1.2571388072847965e-307
TOWN.OQ,2016,26.18041418471809,2.2208761889507784e-151
TOWN.OQ,2017,39.037900564406144,0.0
TOWN.OQ,2018,30.01668789214261,2.972114252904589e-198
TOWN.OQ,2019,42.38098681922796,0.0
TOWN.OQ,2020,21.92622301470567,7.303005073323165e-107
TOWN.OQ,2021,35.421843274888325,7.962387602821238e-263
TRMK.OQ,2016,33.4469467953653,1.8061962653654362e-244
TRMK.OQ,2017,36.431371126037796,5.323973337127386e-282
TRMK.OQ,2018,44.40944158158261,0.0
TRMK.OQ,2019,34.693879364930645,4.871982612745236e-264
TRMK.OQ,2020,24.909980326314873,1.8168761296624186e-131
TRMK.OQ,2021,43.629836242083854,0.0
TRMK.OQ,2022,24.474188875893287,1.467462382544371e-86
TRST.OQ,2017,40.075349624263154,0.0
TRST.OQ,2018,35.1644306843243,5.195890214839988e-263
TRST.OQ,2019,38.66134247515323,0.0
TRST.OQ,2020,21.49159313259809,6.154302370973407e-96
TRST.OQ,2021,37.91918866026355,0.0
TRST.OQ,2022,36.970770234629526,1.1130734951952492e-293
TRST.OQ,2023,32.297999868456465,3.7310450471797775e-229
UBFO.OQ,2018,70.13364270161048,0.0
UBFO.OQ,2019,64.1395694521513,0.0
UBFO.OQ,2020,28.52603212422218,2.7856925367968286e-179
UBSI.OQ,2016,31.14700999577569,2.7838198811833343e-213
UBSI.OQ,2017,39.20742387534305,0.0
UBSI.OQ,2018,33.49903589564244,2.489011325489634e-246
UBSI.OQ,2019,35.85480790652822,1.371608456607434e-275
UBSI.OQ,2020,17.568983890030353,3.3553421211366296e-65
UBSI.OQ,2021,35.68666614551848,2.4590539822719338e-250
UBSI.OQ,2022,31.346713421120462,5.392967873649239e-216
UBSI.OQ,2023,23.81514588916619,6.74383312292964e-106
UCB.N,2016,30.318720666552164,2.949772094352315e-196
UCB.N,2017,51.27541999985446,0.0
UCB.N,2018,31.35227810143624,2.0246955268722346e-207
UCB.N,2019,36.53904463199905,9.18176716858993e-292
UCB.N,2020,20.539460852540977,1.36678961714441e-93
UCB.N,2021,43.7915279537844,0.0
UCB.N,2022,27.54538971718598,2.5127451394310265e-167
UCB.N,2023,25.88109793677089,5.435979628018667e-148
UMBF.OQ,2016,31.914219244583137,6.560049743224948e-222
UMBF.OQ,2017,40.06876576472625,0.0
UMBF.OQ,2018,37.71774400788316,0.0
UMBF.OQ,2019,30.891349476161924,7.804288495087939e-210
UMBF.OQ,2020,18.813252879618037,2.9407793442530845e-79
UMBF.OQ,2021,33.90962886549733,2.402411935658304e-252
UMBF.OQ,2022,40.38313636556071,0.0
UMBF.OQ,2023,11.552193563337832,1.975990485141539e-30
UNB.OQ,2018,51.47200774811591,0.0
UNB.OQ,2019,22.71897867557174,1.4544637544359967e-114
UNB.OQ,2020,21.0649332781433,8.343041860943371e-99
UNB.OQ,2021,41.66237466131351,0.0
UNB.OQ,2022,37.19831390971729,1.2700798174376868e-247
UNB.OQ,2023,29.0354210522734,1.175585903729472e-185
UNTY.OQ,2018,42.66867126052453,0.0
UNTY.OQ,2019,24.90006889858094,6.35611872811936e-136
USB.N,2016,40.542904888231064,0.0
USB.N,2017,57.96450771528515,0.0
USB.N,2018,31.288727123208798,3.3213031370787767e-215
USB.N,2019,31.303926239285197,2.769258797112814e-214
USB.N,2020,19.161428545183394,1.3666953541336508e-79
USB.N,2021,28.00223093676197,1.7700148115550952e-171
USB.N,2022,27.00614057895461,6.258973754949032e-161
USB.N,2023,16.07096519779472,2.038443198999282e-58
UVSP.OQ,2017,31.25414630105784,2.6761651438044175e-212
UVSP.OQ,2018,35.42906028869662,3.0479769668303546e-275
UVSP.OQ,2019,35.05996738614288,1.3742705562970669e-269
UVSP.OQ,2020,19.024467974526555,5.348376575812855e-81
UVSP.OQ,2021,38.97536303262444,0.0
UVSP.OQ,2022,28.864785031041492,4.575930342365182e-137
VBTX.OQ,2017,85.03659570809756,0.0
VBTX.OQ,2018,35.56038518469435,2.8708653449699254e-277
VLY.OQ,2016,40.80981416367858,0.0
VLY.OQ,2017,54.73079247488721,0.0
VLY.OQ,2018,29.140866975517888,5.452608489599306e-187
VLY.OQ,2019,38.45467621209223,0.0
VLY.OQ,2020,23.552769424055143,5.87976094836055e-123
VLY.OQ,2021,37.12869687567669,4.838377525502475e-302
VLY.OQ,2022,30.167339856795344,9.461222721911244e-199
VLY.OQ,2023,17.241753384084554,3.6615835959113595e-59
WABC.OQ,2016,34.54104223762721,1.2264700910976662e-241
WABC.OQ,2017,42.4491282350007,0.0
WABC.OQ,2018,50.24785814537498,0.0
WABC.OQ,2019,58.81337677159679,0.0
WABC.OQ,2020,43.2946432204678,0.0
WABC.OQ,2021,55.38494171547657,0.0
WABC.OQ,2022,36.39905320598869,6.896879536007356e-290
WAL.N,2017,50.53541369444864,0.0
WAL.N,2018,31.808919413261407,2.436450717603941e-222
WAL.N,2019,28.102474419459888,4.568630681650094e-174
WAL.N,2020,15.750283148831432,3.418724195507051e-56
WAL.N,2021,23.750925973051867,5.373983059015757e-125
WAL.N,2022,19.841170085151408,6.568274385486056e-88
WASH.OQ,2017,34.929214733179776,3.935985821738502e-256
WASH.OQ,2018,30.893893479803133,7.213831825315911e-210
WASH.OQ,2019,32.11892551297973,5.550928902202336e-216
WASH.OQ,2020,20.52931965072695,2.373110580927824e-77
WASH.OQ,2021,46.280142243597695,0.0
WASH.OQ,2022,27.12794165126892,2.305549198961788e-162
WASH.OQ,2023,15.792052839124011,4.600034000004613e-55
WBS.N,2016,24.84192467018945,1.5807142517250996e-136
WBS.N,2017,35.00263492471409,1.4681067372674274e-268
WBS.N,2018,26.33175396809076,4.152599421354672e-153
WBS.N,2019,23.077699492897665,2.8714821380024577e-116
WBS.N,2020,13.260723536811495,1.955520067652119e-40
WBS.N,2021,32.17793333889894,1.7966722541572306e-227
WBS.N,2022,19.25798308349607,6.780326928458481e-69
WBS.N,2023,17.317915684570295,1.466570467172585e-66
WFC.N,2016,22.250335343931468,1.6730653212423494e-107
WFC.N,2017,32.7387691805156,2.193643357759329e-235
WFC.N,2018,20.40359524365059,7.768108828716004e-93
WFC.N,2019,34.599282065403344,1.236940592261718e-227
WFC.N,2020,14.187637803479882,5.463905223303421e-46
WFC.N,2021,26.922926320623688,1.8731409148307407e-143
WFC.N,2022,20.96734681221294,6.516622659547758e-98
WNEB.OQ,2018,49.66050046048361,0.0
WNEB.OQ,2019,46.294387086032486,0.0
WNEB.OQ,2020,23.62648871469564,1.4851952899609483e-110
WNEB.OQ,2021,35.128871705622075,4.621630053510825e-270
WNEB.OQ,2022,35.3913371862063,1.1603702894403223e-274
WSBC.OQ,2016,36.02867542797031,3.803051614002106e-280
WSBC.OQ,2017,49.44605475848719,0.0
WSBC.OQ,2018,27.370545624939176,2.66801345089723e-159
WSBC.OQ,2019,31.13628769238934,3.8887114286116636e-213
WSBC.OQ,2020,21.61371521290851,6.67327749555383e-104
WSBC.OQ,2021,34.94257976003014,6.57492861948824e-259
WSBC.OQ,2022,27.034294733561165,2.9219339772634205e-161
WSBC.OQ,2023,22.837044229951672,9.829080423665789e-116
WSBF.OQ,2021,70.06176335944973,0.0
WSBF.OQ,2022,31.381247121858998,3.749175168658968e-206
WSFS.OQ,2016,26.065551730267913,2.4288944067652665e-147
WSFS.OQ,2017,50.50034306615354,0.0
WSFS.OQ,2018,32.66645274102184,5.283040895674415e-234
WSFS.OQ,2019,35.68768492063341,3.0687969504130238e-279
WSFS.OQ,2020,19.092281301349907,1.595630745292368e-81
WSFS.OQ,2021,28.034088666471455,3.1221730981395354e-173
WSFS.OQ,2022,27.885802131134273,3.2561888222165205e-170
WSFS.OQ,2023,19.65902336805258,2.833783585014147e-83
WTBA.OQ,2017,40.781275459716525,0.0
WTBA.OQ,2018,52.470995789805315,0.0
WTBA.OQ,2019,40.6591201776464,0.0
WTBA.OQ,2020,22.49992302242623,2.0789154208632655e-112
WTBA.OQ,2021,59.86016167760814,0.0
WTBA.OQ,2022,29.66484844301672,1.0911933361532047e-193
WTBA.OQ,2023,21.302178336918217,5.418147063240141e-101
WTFC.OQ,2016,26.313837301193825,1.145984780860277e-149
WTFC.OQ,2017,45.067007620154456,0.0
WTFC.OQ,2018,32.736174297749606,2.3883262637869006e-235
WTFC.OQ,2019,27.632020141925437,2.2951720997953907e-168
WTFC.OQ,2020,11.663309968184354,9.813078081834552e-32
WTFC.OQ,2021,28.269756242633584,1.1859096328761873e-173
WTFC.OQ,2022,29.424946009822275,1.317203367864897e-190
WTFC.OQ,2023,18.907919341064044,8.708180849259548e-75
ZION.OQ,2019,25.16504862623234,3.1513686523943934e-138
ZION.OQ,2020,15.186350996327402,1.3358094024977805e-51
ZION.OQ,2021,32.438758857242576,1.250507753812524e-212
ZION.OQ,2022,24.182258397140703,1.3805910083209692e-114
