Bank,1/31/16,2/29/16,3/31/16,4/30/16,5/31/16,6/30/16,7/31/16,8/31/16,9/30/16,10/31/16,11/30/16,12/31/16,1/31/17,2/28/17,3/31/17,4/30/17,5/31/17,6/30/17,7/31/17,8/31/17,9/30/17,10/31/17,11/30/17,12/31/17,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20,10/31/20,11/30/20,12/31/20,1/31/21,2/28/21,3/31/21,4/30/21,5/31/21,6/30/21,7/31/21,8/31/21,9/30/21,10/31/21,11/30/21,12/31/21,1/31/22,2/28/22,3/31/22,4/30/22,5/31/22,6/30/22,7/31/22,8/31/22,9/30/22,10/31/22,11/30/22,12/31/22,1/31/23,2/28/23,3/31/23,4/30/23,5/31/23,6/30/23,7/31/23,8/31/23,9/30/23,10/31/23,11/30/23,12/31/23
HWC.OQ,-0.048073103,-0.037145242,-0.004768097,0.131097561,0.058529072,-0.050200073,0.110302566,0.125560538,-0.006129329,0.034535924,0.238450075,0.037304452,0.063805104,0.034896401,-0.04004215,0.025246981,-0.010706638,0.060606061,-0.06122449,-0.044565217,0.102389078,0.00619195,0.053333333,-0.036027264,0.084848485,-0.037243948,0,-0.055125725,0.028659161,-0.071641791,0.077170418,0.025870647,-0.077594568,-0.117560463,-0.041468065,-0.138488314,0.185569986,0.063291139,-0.075091575,0.082673267,-0.131687243,0.054765666,0.036445332,-0.15438343,0.090714896,0.018409714,0.041282051,0.080522039,-0.094348222,-0.157020634,-0.417313433,0.071209016,0.033955045,-0.019426457,-0.100943396,0.049842602,-0.059970015,0.215842637,0.228246611,0.211107156,0.003527337,0.105741066,0.112847682,0.100690312,0.070717993,-0.102403555,-0.016426643,0.051475635,0.025239339,0.05008489,-0.034357316,0.04688154,0.053978409,0.056145675,-0.063397989,-0.10316395,0.065640368,-0.110553772,0.10106023,-0.011882811,-0.050176239,0.219602707,-0.018435654,-0.11761488,0.063856169,-0.045843046,-0.258957655,0.003296703,0.000273823,0.050643307,0.146690985,-0.06271302,-0.103272727,-0.069207894,0.198083067,0.177939394
IBCP.OQ,-0.005909389,-0.027080581,-0.012219959,0.041237113,-0.020462046,-0.022237197,0.059958649,0.06046814,0.031882281,-0.001782531,0.125,0.148148148,-0.032258065,0.019047619,-0.03271028,0.077294686,-0.087443946,0.068796069,-0.025287356,-0.037735849,0.110294118,-0.006622517,-0.004444444,-0.002232143,0.031319911,-0.00867679,0.002188184,0.043668122,0.069037657,-0.001956947,-0.039215686,0.018367347,-0.052104208,-0.064270613,0.038409399,-0.085291558,0.054234063,0.049187726,-0.075268817,0.001395349,-0.017649791,0.030260047,-0.002294631,-0.10625575,0.097014925,0.056063805,-0.007107952,0.013422819,-0.05607064,-0.084658559,-0.342360756,0.141414141,-0.059223962,0.074529667,-0.05959596,0.067669173,-0.15694165,0.190930788,0.136272545,0.085831864,-0.005955604,0.125816993,0.143686502,-0.003384095,-0.011035654,-0.068240343,-0.031321971,-0.004279601,0.025787966,0.048882682,0.000887705,0.058536585,0.02555509,-0.027777778,-0.075630252,-0.102727273,0.003546099,-0.026754165,0.088174274,-0.021925643,-0.06920078,0.210994764,0.060959792,-0.025264874,-0.073160535,-0.00541272,-0.194104308,0.002813731,-0.082491582,0.037308869,0.218160377,-0.075992256,-0.039287585,0.08778626,0.083709273,0.203515264
IBOC.OQ,-0.09766537,-0.027598103,0.093569845,0.062043796,0.070637648,-0.069543509,0.050977386,0.081327498,0.004384486,0.035930154,0.261750405,0.048169557,-0.090686275,0.025606469,-0.069645204,0.056497175,-0.113636364,0.057315234,0.009985735,0.015536723,0.115438108,0.012468828,0.016009852,-0.037575758,0.04534005,-0.068674699,0.006468305,0.023136247,0.085427136,-0.009259259,0.038551402,0.053993251,-0.039487727,-0.14,-0.008010336,-0.103933316,0.031104651,0.150831689,-0.068348849,0.090454904,-0.120810224,0.034284147,-0.002121453,-0.054212065,0.085136274,0.060590368,0.035644531,0.015322961,-0.085210123,-0.134517766,-0.211730205,0.078497024,0.061745429,0.0402859,-0.04996877,0.038132807,-0.174794174,0.062164236,0.170881503,0.155199013,0.009882479,0.152605131,0.065167508,0.020896165,-0.020890483,-0.074568966,-0.089892874,0.071647902,-0.005730659,0.018251681,-0.009198113,0.009045465,-0.008492569,0.023316679,-0.018600326,-0.057332386,0.053782357,-0.044121154,0.094311377,-0.048563611,0.018451953,0.167058824,0.062096774,-0.13135915,0.024256993,0.035417111,-0.11765918,-0.003503036,0.001171783,0.034644195,0.123076923,-0.097904915,-0.032157213,0.011305953,0.02372804,0.210608424
INBK.OQ,-0.065876612,-0.025373134,-0.105283308,0.061189559,0.031854839,-0.069167644,-0.00713686,0.00845666,-0.031865828,0.136855782,0.106666667,0.101549053,-0.0265625,-0.012841091,-0.040650407,0.001694915,-0.126903553,0.087209302,0.174688057,-0.034901366,0.01572327,0.167182663,0.057029178,-0.042659975,-0.018348624,0.010680908,-0.022457067,-0.075675676,0.032163743,-0.033994334,-0.06744868,-0.011006289,-0.031796502,-0.153694581,-0.035700427,-0.177464789,-0.021526419,0.08,-0.105092593,0.132436627,-0.071265418,0.059517954,-0.021355617,-0.040796964,0.058852621,0.062120504,-0.001759015,0.044493392,0.118093631,-0.083741984,-0.324001647,-0.043848965,0.024203822,0.03358209,-0.118531889,-0.002730375,0.008213552,0.460964019,0.18866171,0.123534011,0.065414057,0.069562378,0.075725191,-0.024978711,-0.012518195,-0.086674528,-0.022595223,-0.018494055,0.049125168,0.091725465,0.272326675,0.086123297,0.068452381,-0.027457222,-0.120090016,-0.105091839,0.004156924,-0.047347995,-0.037208039,0.034414669,-0.076629397,-0.241287655,0.010509926,-0.064714946,0.082784185,0.027386839,-0.383561644,-0.116516517,-0.165193746,0.209283388,0.517845118,-0.145519077,-0.158359294,0.00987045,0.340256567,0.102552416
INDB.OQ,-0.017411866,-0.054911398,0.063888889,0.023281114,0.048054433,-0.072834246,0.09868709,0.055168293,0.020951302,0.019596968,0.180417044,0.08218126,-0.11497516,0.042502005,0,-0.026153846,-0.045023697,0.102564103,0.070517629,-0.028731605,0.077200577,-0.034159411,0.008321775,-0.039202201,0.021474588,-0.027330063,0.030979827,0.01048218,0.083679115,0.000638162,0.12755102,0.030542986,-0.093304061,-0.050242131,0.024474187,-0.125171084,0.134689233,0.067059413,-0.04839657,-0.009628441,-0.135610121,0.098053353,0.021142482,-0.130529835,0.104126608,0.099531145,0.02582846,-0.01128266,-0.132732733,-0.06468144,-0.046794017,0.132359795,-0.046920016,-0.034259393,-0.038306752,-0.025883447,-0.166587112,0.093738068,0.180659801,0.079834418,0.027929901,0.138918487,-0.015436791,-0.02720038,-0.003540904,-0.074868276,-0.06384106,0.085172609,-0.007170795,0.109652003,-0.064378698,0.031242095,0.034588495,0.019679905,-0.050226718,-0.055453544,0.079574909,-0.046458583,0.055016996,-0.06646778,-0.047296434,0.167449349,0.040340191,-0.06727795,-0.056141182,-0.000125486,-0.176455823,-0.146601646,-0.211785714,0.00838242,0.353628398,-0.10340249,-0.091262495,-0.005907517,0.168442623,0.154156436
ISTR.OQ,-0.114772727,-0.077663671,0.020876827,0.035446489,0.013824885,-0.001298701,-0.021456437,0.009966777,0.009868421,0.058631922,0.113846154,0.03038674,0.00536193,0.074666667,0.086848635,0.015981735,-0.020224719,0.050458716,-0.010917031,-0.028697572,0.095454545,-0.037344398,0.010775862,0.02771855,0.047717842,-0.035643564,0.061601643,-0.015473888,0.074656189,0.010968921,-0.03074141,0.024253731,-0.021857923,-0.0283054,-0.036795707,-0.013131715,-0.07016129,0.055507372,-0.066967954,0.025099075,0.026202749,-0.001674341,0.010901468,-0.036914144,0.024978467,0.042436975,0.008464329,-0.040767386,-0.07875,-0.033921303,-0.402153558,-0.017227878,0.039840637,0.111111111,-0.080689655,0.020255064,-0.057352941,0.087363495,0.166427547,0.017220172,-0.024788392,0.19032858,0.0703125,0.075912409,0.02125735,0.013728964,-0.041065968,0.024601367,-0.020898177,-0.150772025,-0.04171123,0.02734375,0.043997827,0.058792924,-0.061916462,0.031953903,0.121827411,-0.009049774,0.002283105,-0.01594533,-0.078703704,0.08241206,0.027855153,-0.027551942,-0.031583837,-0.055155875,-0.291370558,-0.038681948,-0.180327869,0.100909091,0.22625929,-0.117845118,-0.191603053,-0.104815864,0.161392405,0.354223433
JPM.N,-0.098894442,-0.053781513,0.051865009,0.067207025,0.032753165,-0.04795465,0.02944963,0.055182117,-0.013481481,0.040096111,0.157522379,0.076337782,-0.019237455,0.070778684,-0.030677555,-0.009562842,-0.055747126,0.112598904,0.004376368,-0.009912854,0.050830674,0.05339755,0.038862936,0.023153463,0.081634561,-0.001469698,-0.047878788,-0.010821133,-0.016271373,-0.026259228,0.103166987,-0.003218791,-0.015185896,-0.033853244,0.019904605,-0.122043349,0.060233559,0.008309179,-0.029992334,0.146399289,-0.086945282,0.055115138,0.037567084,-0.052931034,0.071272529,0.061432577,0.054755043,0.057984214,-0.050502152,-0.12277123,-0.22461459,0.063645452,0.016186299,-0.033398417,0.0274293,0.036734272,-0.039125661,0.01838579,0.202366381,0.077960638,0.012591485,0.143778659,0.034382007,0.010379032,0.067810936,-0.052971262,-0.024173846,0.053827909,0.023382307,0.037876474,-0.065100948,-0.003022099,-0.061572466,-0.045760431,-0.03864598,-0.124413146,0.107825067,-0.148377827,0.024420567,-0.014129681,-0.081157127,0.204593301,0.097712107,-0.029526704,0.043698732,0.024221206,-0.090966167,0.060854885,-0.018301505,0.071697001,0.086083608,-0.073626234,-0.008952368,-0.04109778,0.122393212,0.08982573
KEY.N,-0.153904473,-0.054659498,0.046445498,0.113224638,0.043124491,-0.138065523,0.058823529,0.073504274,-0.031050955,0.160230074,0.22592068,0.055459272,-0.016420361,0.044518642,-0.05274374,0.025871766,-0.042214912,0.07269605,-0.037353255,-0.046008869,0.093550261,-0.030286929,0.04,0.062697576,0.060981656,-0.012616822,-0.074775201,0.018925831,-0.024096386,0.005144033,0.068065507,0.009583134,-0.056003797,-0.086978381,0.009911894,-0.194111232,0.114343708,0.07225258,-0.10815402,0.114285714,-0.09002849,0.111458986,0.034929577,-0.096352749,0.074698795,0.007286996,0.07902059,0.043837029,-0.075592885,-0.126135756,-0.365749235,0.12343298,0.017167382,0.027848101,-0.013957307,0.025811823,-0.031655844,0.088013412,0.191063174,0.0614489,0.027422303,0.194543298,-0.007944389,0.089089089,0.058823529,-0.103732639,-0.047941889,0.033570702,0.063976378,0.076318224,-0.035668242,0.030748663,0.083441418,0.000399042,-0.107299561,-0.13717605,0.033661315,-0.136773547,0.062100987,-0.033333333,-0.094403618,0.115480649,0.052602126,-0.073896863,0.101607348,-0.046899427,-0.315472936,-0.100638978,-0.170515098,-0.010706638,0.332251082,-0.079610073,-0.050308914,-0.050185874,0.212328767,0.162227603
LARK.OQ,-0.050628078,-0.017642338,0.020816282,0.026789274,-0.02258565,0.009163339,0.016581137,0.013203876,0.006899216,0.008755227,0.070999928,0.036995951,0.088119877,-0.028196717,0.002699047,0.038021545,-0.011345225,0.009836071,-0.037337682,-0.013490733,-0.034188003,0.07433627,0.003294846,0,-0.013793121,0.010489536,0.0034602,-0.006896585,-0.018749998,0.00849259,-0.006315805,0.031073457,-0.0068493,-0.060344838,-0.084862429,-0.035578936,0.006767057,0.032523868,-0.041999181,0.086365644,-0.059725579,0.027896987,-0.008350724,-0.035789458,0.01659389,-0.003866014,0.075355712,0.054736828,-0.011576814,-0.069063,-0.114967468,0.076960759,0.137915348,-0.011600018,-0.166329407,0.019902925,0.016182772,0.098360633,0.060980827,-0.035671291,0.033260394,0.03684883,0.079248359,-0.089704802,0.076507286,0.043259949,0.022214014,0.002535305,0.000361271,0.034308436,0.051466408,-0.006276159,0,-0.058245589,-0.019001523,-0.029623985,-0.001174162,-0.007053301,-0.020126272,0.028191684,0.001566806,0.018771993,-0.009213049,-0.079368524,-0.013698622,0.036290325,-0.10678772,-0.019845105,0.014814822,0.060827252,-0.027522948,-0.09481135,-0.051589355,-0.082966994,0.219862119,-0.00051574
LCNB.OQ,-0.000611247,-0.021406728,0.004375,0.064094586,-0.019298246,-0.057841383,0.12278481,-0.008455468,0.035815804,-0.055982437,0.203488372,0.123188406,-0.032258065,-0.031111111,0.094036697,-0.071278826,-0.11738149,0.023017903,0.0025,-0.079800499,0.135501355,-0.026252983,0.029411765,-0.026190476,-0.046454768,-0.051282051,0.027027027,-0.015789474,0.045454545,0.007672634,-0.055837563,0,0.002688172,-0.089008043,-0.055915244,-0.055486284,0.089108911,0.03030303,0.008823529,-0.008746356,-0.001764706,0.119622864,-0.052105263,-0.068850639,0.057841383,0.019165727,0.022676991,0.043807463,-0.141450777,-0.044659022,-0.204042956,0.138095238,0.036959554,0.07330195,-0.215538847,0.170926518,-0.068894952,0.008058608,0.075581395,-0.007432432,0.046970728,0.103381014,0.031231585,0.035428571,-0.026490066,-0.071995465,0.028711057,0.038004751,0.009153318,-0.033446712,0.123167155,0.019843342,0.026625704,-0.09276808,-0.034634415,-0.08428246,-0.015547264,-0.055590651,0.036789298,0.029677419,-0.006265664,0.110340479,0.035775128,-0.013157895,0.013888889,0.00109589,-0.105637657,-0.063647491,-0.111764706,0.086092715,0.187669377,-0.149458072,-0.042924212,-0.019621584,0.040743388,0.083104396
LKFN.OQ,-0.060703572,-0.024663153,0.071880096,0.03298383,0.037640117,-0.041980843,0.092320757,0.046932304,-0.01171875,0.040090344,0.145494028,0.122274882,-0.062077703,0.02183701,-0.050011016,0.05890538,-0.070740254,0.081310394,0.002615519,-0.055217391,0.121030833,-0.009031199,0.049710025,-0.043212313,-0.00866158,-0.057416268,0.020304569,0.027903958,0.026725589,-0.012297602,0.006225358,0.016085791,-0.056626751,-0.074225473,0.075993493,-0.132613391,0.12126494,0.073062403,-0.064155629,0.055948695,-0.079581152,0.06552901,-0.01793722,-0.079582518,0.038979447,0.058435653,0.012244898,0.038412564,-0.030451666,-0.138490725,-0.100807438,0.151836735,0.008504607,0.09135629,-0.050010732,0.032309083,-0.098270956,0.241019417,-0.006649716,0.054932073,0.095558044,0.174616695,0.003480783,-0.057233704,-0.053962901,-0.001134338,0.084847502,-0.006879019,0.072730011,0.008843346,-0.017392514,0.134806004,-0.002620414,0.003503065,-0.089889041,-0.002465753,-0.009063444,-0.079545455,0.171333936,-0.031619537,-0.033581099,0.135146271,-0.044646098,-0.075861196,-0.030971632,0.012869467,-0.125383971,-0.191091954,-0.008683639,-0.0340434,0.142621599,-0.059704185,-0.089583733,0.037715971,0.127918782,0.1729973
MBWM.OQ,-0.089242065,0.009843406,-0.006646006,0.075825155,0.013267013,-0.023731577,0.055322701,0.064336791,0.001865676,0.024953451,0.192223814,0.165677645,-0.143236074,0.035294111,0.02870814,-0.022383718,-0.076122516,0.013195999,0.010800534,-0.044940292,0.148404069,0.034383954,0.027977831,-0.046887626,-0.013570811,-0.051304107,0.004531738,0.061654119,0.02266289,0.02382272,-0.038961033,-0.003096867,-0.057610839,-0.048246919,0.005667493,-0.092277887,0.174805379,0.043072289,-0.05515449,0.033007335,-0.087278107,0.056077796,0.031307551,-0.08422619,0.065973351,0.07347561,0.001136041,0.034609929,-0.101453249,-0.12450412,-0.262112234,0.114785073,-0.027966102,-0.014821273,-0.057964602,0.025833725,-0.174908425,0.213096559,0.135864593,0.094240838,-0.000736106,0.076979742,0.110465116,-0.005851555,0.000619579,-0.06501548,0.034768212,-0.0016,0.026602564,0.07305651,-0.022985161,0.043180465,0.098201542,-0.04159085,-0.039327366,-0.1134952,0.052547771,-0.033282905,0.109233177,-0.066591422,-0.101874244,0.176371592,-0.004005722,-0.038207412,0.025388292,0.007573551,-0.115929459,-0.082406802,-0.072344975,0.061083365,0.271542361,-0.049544419,-0.073996405,0.065674539,0.044019429,0.17417854
MFIN.OQ,-0.051136364,0.209580838,0.142326733,-0.165763814,0,-0.041558442,0.096205962,-0.415327565,-0.10782241,-0.184834123,-0.052325581,-0.073619632,-0.254966887,-0.026666667,-0.095890411,0.03030303,0.299019608,-0.098113208,0.062761506,-0.062992126,-0.088235294,0.00921659,0.242009132,0.308823529,0.210674157,0.053364269,0.024229075,-0.122580645,0.215686275,0.10483871,-0.054744526,0.260617761,0.018376723,0.022556391,-0.120588235,-0.215719064,0.12793177,0.34026465,-0.026798307,-0.013043478,-0.020558003,0.010494753,-0.256676558,-0.051896208,0.347368421,0.06875,-0.06871345,0.141287284,-0.052269601,-0.142235123,-0.685279188,0.548387097,-0.190972222,0.137339056,0.241509434,-0.176291793,-0.077490775,0.052,1.019011407,-0.077212806,0.397959184,0.011678832,0.017316017,0.212765957,0.073684211,-0.034858388,-0.031602709,-0.005827506,-0.080890973,0.093112245,-0.078179697,-0.265822785,0.265517241,0.175749319,-0.015063731,-0.078823529,-0.011494253,-0.173126615,0.06328125,0.169728141,-0.118090452,0.056980057,0.004043127,-0.041610738,0.196078431,-0.010538642,-0.092307692,-0.225554107,0.067340067,0.247634069,0.259165613,-0.156626506,-0.164285714,0.038461538,0.307270233,0.033578174
MOFG.OQ,-0.074317659,-0.074245115,0.05333845,0.033151184,0.026445698,-0.018893851,0.013655462,0.030051813,0.018443997,-0.042476128,0.151650619,0.122723201,-0.060904255,0.032851883,-0.059775158,0.011956839,-0.002017291,-0.021368755,0.015638832,-0.044741429,0.02676399,0.042950237,0.032945186,-0.078086335,-0.013420817,-0.03808948,0.04619736,-0.030639832,0.032847846,0.01350135,-0.047957371,0.042910448,-0.006857484,-0.135094566,-0.002429712,-0.136047321,0.115988723,0.121977625,-0.123512383,0.03412844,-0.012065295,0.004310345,0.111230329,-0.067589314,0.053503624,0.067988204,0.043104771,0.065588235,-0.107369583,-0.111626469,-0.271145144,-0.003342884,-0.080498323,0.042209484,-0.096,0.050331858,-0.05897841,0.127588137,0.154342432,0.053310404,0.003673469,0.115900773,0.128644315,0.019050694,-0.000633714,-0.087824984,0.012513034,0.00789564,0.027247956,0.039456233,-0.01754386,0.050974026,-0.013592833,-0.054494206,0.096389533,-0.097280967,0.018406961,-0.023332238,0.05013459,-0.022749119,-0.105245902,0.231220227,0.038392857,-0.089997134,-0.018897638,-0.035634029,-0.187083888,-0.152334152,-0.087922705,0.131885593,0.147870847,-0.129229515,-0.048220974,-0.020167241,0.057228916,0.277777778
MPB.OQ,-0.034161443,-0.03561507,-0.010067147,0.054237308,0.022508026,0.000628916,0.040226275,0.13534747,-0.008515181,-0.00697799,0.202702715,0.071882244,0.04210526,0.149494935,-0.05623902,0.029795179,-0.019891512,0.012915126,-0.016393429,0.096296297,-0.00675677,0.001700675,0.137521244,0.03147015,-0.040638614,-0.031770028,0,0.135937482,-0.012379624,-0.027855158,-0.060171915,-0.071646345,-0.042692963,-0.081989701,-0.021300454,-0.121038549,0.00564724,0.062402832,0.000408342,-0.004897937,-0.015586584,0.039583346,0.044088201,-0.069097915,0.056907244,-0.00507221,0.057647069,0.067853192,-0.166666696,-0.111922308,-0.047954889,-0.032098753,-0.047959158,-0.012325844,0.042864907,0.001040557,-0.100311837,0.129404966,0.188746788,-0.057659187,-0.004326695,0.080882353,0.139880952,0.006713913,0.044831419,-0.026595745,-0.051001821,0.020729367,0.036103798,0.017059891,0.12276945,0.008900191,-0.059546314,-0.062311558,-0.042157914,-0.036553525,0.063492063,-0.018201675,0.063403782,0.014295676,-0.012375387,0.189697181,-0.034523113,-0.091818182,0.05005005,-0.027645377,-0.163071895,-0.116751269,-0.019451813,-0.004508566,0.064311594,-0.068510638,-0.08040201,-0.053154496,0.055613851,0.206759443
MTB.N,-0.090774055,-0.069250318,0.08239883,0.065945946,0.009972955,-0.010627615,-0.031041191,0.03290852,-0.018845601,0.057105943,0.172818382,0.086772266,0.039250783,0.027065264,-0.073306582,0.004394752,0.006820668,0.035022688,0.007409694,-0.093717438,0.089138374,0.035581222,0.013071895,0.012074578,0.115737762,-0.004927141,-0.028866414,-0.011336516,-0.055906073,-0.011215714,0.018806935,0.021920969,-0.071182614,0.005287468,0.021764101,-0.153127034,0.149584294,0.051780722,-0.092684618,0.083110432,-0.061562886,0.065601504,-0.034221203,-0.109832572,0.080432255,-0.009115655,0.05245001,0.030411558,-0.00724595,-0.166983147,-0.263214133,0.083631442,-0.057280514,-0.0159947,0.019043955,-0.025389335,-0.108173543,0.124769247,0.124637961,0.092797665,0.040612726,0.139427795,0.00443885,0.040102896,0.019024669,-0.095712241,-0.078865873,0.046021666,0.066638097,-0.014865408,-0.003466558,0.047541095,0.102877979,0.075864919,-0.069856774,-0.016873156,0.079992799,-0.114352392,0.113306983,0.02440124,-0.030036308,-0.045088475,0.009799846,-0.146806258,0.075417069,-0.004551282,-0.230021251,0.05210337,-0.052782194,0.038603558,0.130090498,-0.105891606,0.011195522,-0.108343219,0.136762749,0.069517048
NBHC.N,-0.078614881,-0.017775521,0.054291624,-0.01961746,0.063031516,-0.041882353,-0.016208251,0.195207189,-0.023809524,0.041506205,0.117502054,0.172426471,0.019128253,0.015076923,-0.014852986,-0.028615385,-0.033259424,0.084862385,0.030806403,-0.057134486,0.109073959,-0.080414682,0.033820841,-0.044208665,0.024976873,-0.019554753,0.020251611,0.058045113,0.106878908,-0.008988187,0.025654315,0.014401213,-0.062266501,-0.103320053,0.10278436,-0.170829976,0.035309362,0.130475594,-0.079435372,0.149729405,-0.082374477,0.034482759,-0.000550964,-0.100330761,0.047487745,0.006142147,0.041860465,-0.017299107,-0.074389551,-0.061656442,-0.218698921,0.112133891,-0.010534236,0.02661597,0.028888889,0.023758099,-0.077004219,0.148571429,0.067330017,0.018023617,0.015567766,0.164712955,0.024,0.005544355,-0.007518797,-0.046969697,-0.060413355,0.057529611,0.079466667,0.071393281,-0.01729306,0.030971375,0.033227128,-0.02246696,-0.092383957,-0.093594836,0.116132566,-0.060858896,0.087535929,-0.035800096,-0.078245701,0.184644499,0.061387494,-0.095463341,0.003803185,-0.041202936,-0.173623117,-0.049611476,-0.058805031,-0.029736051,0.183195592,-0.082072177,-0.056436271,0.047715054,0.058691469,0.126628294
NBTB.OQ,-0.071018651,-0.003861004,0.044573643,0.051576994,0.028934368,-0.018175583,0.041564792,0.082830315,0.017962217,0.025555218,0.146247404,0.083850932,-0.02722063,-0.008836524,-0.081971273,0.02994335,-0.079622839,0.051508253,-0.021921516,-0.091588268,0.118489187,0.038671024,0.018353435,-0.052523172,0.00298913,-0.05716608,0.01954023,0.029875986,0.042692939,0.001312336,0.054783748,0.005964215,-0.05187747,-0.049244398,0.067963826,-0.112394149,0.029777392,0.084503088,-0.067822936,0.055817828,-0.054445029,0.043393602,0.031724873,-0.096382429,0.046325422,0.086362394,0.006289308,0.014,-0.068293886,-0.108494311,-0.038587118,0.022846558,-0.054633263,-0.017879949,-0.03153446,0.022826452,-0.119789957,0.02087994,0.093864134,0.071786311,0.02834891,0.097546198,0.101297267,-0.05037594,0.029031407,-0.077455758,-0.031137059,0.028981349,0.007250418,0.015780731,-0.015808122,0.066740515,0.004153686,-0.008014478,-0.058378942,-0.025740382,0.050568182,0.016495403,0.078478319,-0.043413912,-0.021402785,0.248748353,-0.025954843,-0.059358752,-0.09465684,0.032561689,-0.169499877,-0.043607238,0.040632754,-0.050670641,0.167974882,-0.074731183,-0.079314352,0.056169139,0.061547655,0.179566563
NFBK.OQ,-0.027638191,0.014857881,0.046467218,-0.035279805,-0.019546028,-0.046302251,0.006743088,0.064300067,0.013215859,0.02173913,0.126443769,0.077711819,-0.096144216,0.03933518,-0.039445629,0.019977802,-0.104461371,0.041919806,-0.020991254,-0.040500298,0.076970826,-0.016714697,0.03985932,-0.037204059,-0.017564403,-0.075089392,0.005798969,0.014734145,0.031565657,0.017135863,0.002406739,-0.022809124,-0.022113022,-0.172738693,0.069855733,-0.038325053,0.056088561,0.041928721,-0.067739772,0.079136691,0.000666667,0.039973351,0.00256246,-0.008306709,0.034793814,0.059153176,-0.006466784,0.003550296,-0.063089623,-0.110761485,-0.208067941,0.00714924,-0.030168589,0.053979872,-0.165798611,0.005202914,-0.055900621,0.114035088,0.095472441,0.107816712,0.00243309,0.107605178,0.162892622,0.016331658,0.046353523,-0.031305375,0.00304878,0.027355623,0.015384615,0.022727273,-0.03988604,-0.040949555,-0.024752475,-0.003807107,-0.085350318,-0.088440111,0.015278839,-0.019563582,0.129700691,0.001358696,-0.02917232,0.120894479,-0.005610973,-0.013793103,-0.049586777,-0.016053512,-0.199184228,-0.115449915,-0.018234165,0.073313783,0.109289617,-0.134646962,-0.10341556,-0.08994709,0.109302326,0.318658281
NKSH.OQ,-0.026730434,-0.03845044,0.031870121,0.048659683,-0.0733537,0.047076449,-0.003150045,0.030738266,0.025083621,-0.055193029,0.038848904,0.203601123,0.002301489,-0.129735926,-0.009234841,0.119840227,-0.041617128,0.012406935,-0.056372527,0.023376604,0.140862941,-0.014460502,0.045146727,-0.01835853,-0.040704069,-0.08600918,0.130489345,0.017758037,0.050163579,-0.036344761,0.018318964,-0.026455021,-0.011956518,-0.049945005,0.002547489,-0.158466153,-0.046664861,0.137345266,0.084810111,-0.013068838,-0.102388288,0.025553225,-0.058823536,-0.085698668,0.19552238,0.050686631,0.019011397,0.047807845,-0.091030488,-0.144221362,-0.087267507,-0.060188088,0.027351545,-0.071428552,-0.123076931,-0.009968092,0.02013691,0.073035925,0.108167801,0.039508616,-0.009900989,0.069677417,0.07086853,0.010701213,-0.022011723,-0.002564098,0.03256213,0.022406624,-0.017586568,0.025888179,-0.015033549,-0.011719826,-0.008825147,0.034223707,0.000538061,-0.07502016,-0.06540697,-0.023328157,0.007961775,0.063191154,0.003268962,0.085604248,0.07230561,0.025445293,0.030975423,0.031311637,-0.2479082,-0.039732994,-0.100628931,0.074346706,0.019869818,-0.115888478,-0.048632219,-0.061501597,0.150638298,0.19637574
NRIM.OQ,-0.131203008,0.046300303,-0.011166253,0.079046424,0.029069767,-0.009792844,0.080258653,-0.095070423,0.001945525,-0.046601942,0.144602851,0.12455516,-0.106012658,0.031858407,0.030874786,0.064891847,-0.071875,0.023569024,-0.041118421,0.024013722,0.170854271,-0.070100143,0.152307692,-0.096128171,-0.011816839,-0.005979073,0.039097744,0.018813314,0.127840909,-0.003778338,0.018963338,0.105459057,-0.067340067,-0.084717208,-0.041020247,-0.09871127,0.007909948,0.132206459,-0.082378033,0.031086578,-0.05804452,0.066706551,0.092821088,-0.071080318,0.095856354,-0.018149735,-0.037997433,0.022151054,-0.017493473,-0.071219771,-0.227467811,-0.131481481,-0.016204691,0.089726918,-0.084327765,0.168983493,-0.052768488,0.120439388,0.112394958,0.068618193,-0.053902798,0.198318804,0.104442712,0.003293343,0.021101993,-0.01836969,-0.045146199,0.028172464,0.012866333,0.044930605,-0.087122918,0.071763255,0.011044639,0.019344561,-0.027238223,-0.080330503,0.037184926,-0.031280077,0.034525584,-0.026410564,0.024907522,0.172521655,0.141186128,-0.018701672,-0.019058091,-0.019054736,-0.101504475,-0.267698177,0.097250362,0.037457135,0.215357234,-0.131171548,-0.04599085,0.052751136,0.183649005,0.158800891
